paralog1_uniprot,paralog2_uniprot
Olr1087,Olr1174
Olr1087,Olr1186
Olr1087,LOC690821
Olr1087,Olr1185
Olr1087,Olr1179
Olr1087,Olfr873
Olr1087,Olr1571
Olr1087,Olr1076
Olr1087,Olr1073
Olr1087,Olr1075
Olr1087,Olr1171
Olr1087,Olr1166
Olr1087,Olr1128
Olr1087,Olr1122
Olr1087,Olr1163
Olr1087,Olr419
Olr1087,Olr1739
Olr1087,Olr1742
Olr1087,LOC690140
Olr1087,Olr376
Olr1087,Olr1515
Olr1087,LOC100909754
Olr1087,Olr417
Olr1087,Olr416
Olr1087,Olr414
Olr1513,Olr1514
Olr1513,Olr1751
Olr1513,Olr1525
Olr1513,Olr1375
Olr1513,Olr1365
Olr1513,Olr1361
Olr1513,Olr1374
Olr1513,Olr1380
Olr1513,Olr1370
Olr1513,Olr1362
Olr1513,Olr1381
Olr1513,Olr1382
Olr1513,Olr1369
Olr1513,Olr1368
Olr1513,Olr1364
Olr1513,Olr1358
Olr1513,Olr1372
Olr1513,Olr1376
Olr1513,Olr1378
Olr1513,Olr1373
Olr1513,Olr1111
Olr1513,Olr1121
Olr1513,Olr1509
Olr1513,Olr1511
Olr1513,Olr1512
Olr1513,Olr1411
Olr1513,Olr1408
Olr1513,Olr1409
Olr1513,LOC100361194
Olr1513,Olr1193
Olr1513,Olr1192
Olr1513,Olr1158
Olr1513,Olr1129
Olr1513,Olr1124
Olr1513,Olr1130
Olr1513,Olr1156
Olr1513,LOC686748
Olr1513,Olr1148
Olr1513,Olr1119
Olr1513,LOC100911944
Olr1513,Olr1142
Olr1513,Olr1143
Olr1513,Olr1151
Olr1513,Olr1145
Olr1513,Olr1144
Olr1513,Olr1126
Olr1513,Olr1155
Olr1513,Olr1118
Olr1513,Olr1149
Olr1513,Olr1666
Olr1513,Olr1085
Olr1513,Olr1082
Olr1513,Olr1079
Olr1513,Olr1081
Olr1513,Olr1084
Olr1513,Olr1083
Olr1513,Olr1078
Olr1513,Olr1077
Olr1513,Olr1147
Olr1513,LOC100911893
Olr1513,Olr1132
Olr1513,Olr1135
Olr1513,Olr1115
Olr1513,Olr1117
Olr1513,LOC100911988
Olr1513,Or7e24
Olr1513,Olr1519
Olr1513,Olr1086
Olr1513,Olr1125
Olr1513,LOC100911547
Olr1513,Olr1162
Olr1513,Olr1165
Olr1513,Olr1160
Olr1513,Olr1164
Olr1513,Olr1159
Olr1513,Olr867
Olr1513,Olr1174
Olr1513,Olr1186
Olr1513,LOC690821
Olr1513,Olr1185
Olr1513,Olr1179
Olr1513,Olfr873
Olr1513,Olr1571
Olr1513,Olr1076
Olr1513,Olr1073
Olr1513,Olr1075
Olr1513,Olr1171
Olr1513,Olr1166
Olr1513,Olr1128
Olr1513,Olr1122
Olr1513,Olr1163
Olr1513,Olr419
Olr1513,Olr1739
Olr1513,Olr1742
Olr1513,LOC690140
Olr1513,Olr376
Olr1513,Olr1515
Olr1513,LOC100909754
Olr1513,Olr417
Olr1513,Olr416
Olr1513,Olr414
Olr1514,Olr1751
Olr1514,Olr1525
Olr1514,Olr1375
Olr1514,Olr1365
Olr1514,Olr1361
Olr1514,Olr1374
Olr1514,Olr1380
Olr1514,Olr1370
Olr1514,Olr1362
Olr1514,Olr1381
Olr1514,Olr1382
Olr1514,Olr1369
Olr1514,Olr1368
Olr1514,Olr1364
Olr1514,Olr1358
Olr1514,Olr1372
Olr1514,Olr1376
Olr1514,Olr1378
Olr1514,Olr1373
Olr1514,Olr1111
Olr1514,Olr1121
Olr1514,Olr1509
Olr1514,Olr1511
Olr1514,Olr1512
Olr1514,Olr1411
Olr1514,Olr1408
Olr1514,Olr1409
Olr1514,LOC100361194
Olr1514,Olr1193
Olr1514,Olr1192
Olr1514,Olr1158
Olr1514,Olr1129
Olr1514,Olr1124
Olr1514,Olr1130
Olr1514,Olr1156
Olr1514,LOC686748
Olr1514,Olr1148
Olr1514,Olr1119
Olr1514,LOC100911944
Olr1514,Olr1142
Olr1514,Olr1143
Olr1514,Olr1151
Olr1514,Olr1145
Olr1514,Olr1144
Olr1514,Olr1126
Olr1514,Olr1155
Olr1514,Olr1118
Olr1514,Olr1149
Olr1514,Olr1666
Olr1514,Olr1085
Olr1514,Olr1082
Olr1514,Olr1079
Olr1514,Olr1081
Olr1514,Olr1084
Olr1514,Olr1083
Olr1514,Olr1078
Olr1514,Olr1077
Olr1514,Olr1147
Olr1514,LOC100911893
Olr1514,Olr1132
Olr1514,Olr1135
Olr1514,Olr1115
Olr1514,Olr1117
Olr1514,LOC100911988
Olr1514,Or7e24
Olr1514,Olr1519
Olr1514,Olr1086
Olr1514,Olr1125
Olr1514,LOC100911547
Olr1514,Olr1162
Olr1514,Olr1165
Olr1514,Olr1160
Olr1514,Olr1164
Olr1514,Olr1159
Olr1514,Olr867
Olr1514,Olr1174
Olr1514,Olr1186
Olr1514,LOC690821
Olr1514,Olr1185
Olr1514,Olr1179
Olr1514,Olfr873
Olr1514,Olr1571
Olr1514,Olr1076
Olr1514,Olr1073
Olr1514,Olr1075
Olr1514,Olr1171
Olr1514,Olr1166
Olr1514,Olr1128
Olr1514,Olr1122
Olr1514,Olr1163
Olr1514,Olr419
Olr1514,Olr1739
Olr1514,Olr1742
Olr1514,LOC690140
Olr1514,Olr376
Olr1514,Olr1515
Olr1514,LOC100909754
Olr1514,Olr417
Olr1514,Olr416
Olr1514,Olr414
Olr1751,Olr1525
Olr1751,Olr1375
Olr1751,Olr1365
Olr1751,Olr1361
Olr1751,Olr1374
Olr1751,Olr1380
Olr1751,Olr1370
Olr1751,Olr1362
Olr1751,Olr1381
Olr1751,Olr1382
Olr1751,Olr1369
Olr1751,Olr1368
Olr1751,Olr1364
Olr1751,Olr1358
Olr1751,Olr1372
Olr1751,Olr1376
Olr1751,Olr1378
Olr1751,Olr1373
Olr1751,Olr1111
Olr1751,Olr1121
Olr1751,Olr1509
Olr1751,Olr1511
Olr1751,Olr1512
Olr1751,Olr1411
Olr1751,Olr1408
Olr1751,Olr1409
Olr1751,LOC100361194
Olr1751,Olr1193
Olr1751,Olr1192
Olr1751,Olr1158
Olr1751,Olr1129
Olr1751,Olr1124
Olr1751,Olr1130
Olr1751,Olr1156
Olr1751,LOC686748
Olr1751,Olr1148
Olr1751,Olr1119
Olr1751,LOC100911944
Olr1751,Olr1142
Olr1751,Olr1143
Olr1751,Olr1151
Olr1751,Olr1145
Olr1751,Olr1144
Olr1751,Olr1126
Olr1751,Olr1155
Olr1751,Olr1118
Olr1751,Olr1149
Olr1751,Olr1666
Olr1751,Olr1085
Olr1751,Olr1082
Olr1751,Olr1079
Olr1751,Olr1081
Olr1751,Olr1084
Olr1751,Olr1083
Olr1751,Olr1078
Olr1751,Olr1077
Olr1751,Olr1147
Olr1751,LOC100911893
Olr1751,Olr1132
Olr1751,Olr1135
Olr1751,Olr1115
Olr1751,Olr1117
Olr1751,LOC100911988
Olr1751,Or7e24
Olr1751,Olr1519
Olr1751,Olr1086
Olr1751,Olr1125
Olr1751,LOC100911547
Olr1751,Olr1162
Olr1751,Olr1165
Olr1751,Olr1160
Olr1751,Olr1164
Olr1751,Olr1159
Olr1751,Olr867
Olr1751,Olr1174
Olr1751,Olr1186
Olr1751,LOC690821
Olr1751,Olr1185
Olr1751,Olr1179
Olr1751,Olfr873
Olr1751,Olr1571
Olr1751,Olr1076
Olr1751,Olr1073
Olr1751,Olr1075
Olr1751,Olr1171
Olr1751,Olr1166
Olr1751,Olr1128
Olr1751,Olr1122
Olr1751,Olr1163
Olr1751,Olr419
Olr1751,Olr1739
Olr1751,Olr1742
Olr1751,LOC690140
Olr1751,Olr376
Olr1751,Olr1515
Olr1751,LOC100909754
Olr1751,Olr417
Olr1751,Olr416
Olr1751,Olr414
Olr1525,Olr1375
Olr1525,Olr1365
Olr1525,Olr1361
Olr1525,Olr1374
Olr1525,Olr1380
Olr1525,Olr1370
Olr1525,Olr1362
Olr1525,Olr1381
Olr1525,Olr1382
Olr1525,Olr1369
Olr1525,Olr1368
Olr1525,Olr1364
Olr1525,Olr1358
Olr1525,Olr1372
Olr1525,Olr1376
Olr1525,Olr1378
Olr1525,Olr1373
Olr1525,Olr1111
Olr1525,Olr1121
Olr1525,Olr1509
Olr1525,Olr1511
Olr1525,Olr1512
Olr1525,Olr1411
Olr1525,Olr1408
Olr1525,Olr1409
Olr1525,LOC100361194
Olr1525,Olr1193
Olr1525,Olr1192
Olr1525,Olr1158
Olr1525,Olr1129
Olr1525,Olr1124
Olr1525,Olr1130
Olr1525,Olr1156
Olr1525,LOC686748
Olr1525,Olr1148
Olr1525,Olr1119
Olr1525,LOC100911944
Olr1525,Olr1142
Olr1525,Olr1143
Olr1525,Olr1151
Olr1525,Olr1145
Olr1525,Olr1144
Olr1525,Olr1126
Olr1525,Olr1155
Olr1525,Olr1118
Olr1525,Olr1149
Olr1525,Olr1666
Olr1525,Olr1085
Olr1525,Olr1082
Olr1525,Olr1079
Olr1525,Olr1081
Olr1525,Olr1084
Olr1525,Olr1083
Olr1525,Olr1078
Olr1525,Olr1077
Olr1525,Olr1147
Olr1525,LOC100911893
Olr1525,Olr1132
Olr1525,Olr1135
Olr1525,Olr1115
Olr1525,Olr1117
Olr1525,LOC100911988
Olr1525,Or7e24
Olr1525,Olr1519
Olr1525,Olr1086
Olr1525,Olr1125
Olr1525,LOC100911547
Olr1525,Olr1162
Olr1525,Olr1165
Olr1525,Olr1160
Olr1525,Olr1164
Olr1525,Olr1159
Olr1525,Olr867
Olr1525,Olr1174
Olr1525,Olr1186
Olr1525,LOC690821
Olr1525,Olr1185
Olr1525,Olr1179
Olr1525,Olfr873
Olr1525,Olr1571
Olr1525,Olr1076
Olr1525,Olr1073
Olr1525,Olr1075
Olr1525,Olr1171
Olr1525,Olr1166
Olr1525,Olr1128
Olr1525,Olr1122
Olr1525,Olr1163
Olr1525,Olr419
Olr1525,Olr1739
Olr1525,Olr1742
Olr1525,LOC690140
Olr1525,Olr376
Olr1525,Olr1515
Olr1525,LOC100909754
Olr1525,Olr417
Olr1525,Olr416
Olr1525,Olr414
Olr1375,Olr1365
Olr1375,Olr1361
Olr1375,Olr1374
Olr1375,Olr1380
Olr1375,Olr1370
Olr1375,Olr1362
Olr1375,Olr1381
Olr1375,Olr1382
Olr1375,Olr1369
Olr1375,Olr1368
Olr1375,Olr1364
Olr1375,Olr1358
Olr1375,Olr1372
Olr1375,Olr1376
Olr1375,Olr1378
Olr1375,Olr1373
Olr1375,Olr1111
Olr1375,Olr1121
Olr1375,Olr1509
Olr1375,Olr1511
Olr1375,Olr1512
Olr1375,Olr1411
Olr1375,Olr1408
Olr1375,Olr1409
Olr1375,LOC100361194
Olr1375,Olr1193
Olr1375,Olr1192
Olr1375,Olr1158
Olr1375,Olr1129
Olr1375,Olr1124
Olr1375,Olr1130
Olr1375,Olr1156
Olr1375,LOC686748
Olr1375,Olr1148
Olr1375,Olr1119
Olr1375,LOC100911944
Olr1375,Olr1142
Olr1375,Olr1143
Olr1375,Olr1151
Olr1375,Olr1145
Olr1375,Olr1144
Olr1375,Olr1126
Olr1375,Olr1155
Olr1375,Olr1118
Olr1375,Olr1149
Olr1375,Olr1666
Olr1375,Olr1085
Olr1375,Olr1082
Olr1375,Olr1079
Olr1375,Olr1081
Olr1375,Olr1084
Olr1375,Olr1083
Olr1375,Olr1078
Olr1375,Olr1077
Olr1375,Olr1147
Olr1375,LOC100911893
Olr1375,Olr1132
Olr1375,Olr1135
Olr1375,Olr1115
Olr1375,Olr1117
Olr1375,LOC100911988
Olr1375,Or7e24
Olr1375,Olr1519
Olr1375,Olr1086
Olr1375,Olr1125
Olr1375,LOC100911547
Olr1375,Olr1162
Olr1375,Olr1165
Olr1375,Olr1160
Olr1375,Olr1164
Olr1375,Olr1159
Olr1375,Olr867
Olr1375,Olr1174
Olr1375,Olr1186
Olr1375,LOC690821
Olr1375,Olr1185
Olr1375,Olr1179
Olr1375,Olfr873
Olr1375,Olr1571
Olr1375,Olr1076
Olr1375,Olr1073
Olr1375,Olr1075
Olr1375,Olr1171
Olr1375,Olr1166
Olr1375,Olr1128
Olr1375,Olr1122
Olr1375,Olr1163
Olr1375,Olr419
Olr1375,Olr1739
Olr1375,Olr1742
Olr1375,LOC690140
Olr1375,Olr376
Olr1375,Olr1515
Olr1375,LOC100909754
Olr1375,Olr417
Olr1375,Olr416
Olr1375,Olr414
Olr1365,Olr1361
Olr1365,Olr1374
Olr1365,Olr1380
Olr1365,Olr1370
Olr1365,Olr1362
Olr1365,Olr1381
Olr1365,Olr1382
Olr1365,Olr1369
Olr1365,Olr1368
Olr1365,Olr1364
Olr1365,Olr1358
Olr1365,Olr1372
Olr1365,Olr1376
Olr1365,Olr1378
Olr1365,Olr1373
Olr1365,Olr1111
Olr1365,Olr1121
Olr1365,Olr1509
Olr1365,Olr1511
Olr1365,Olr1512
Olr1365,Olr1411
Olr1365,Olr1408
Olr1365,Olr1409
Olr1365,LOC100361194
Olr1365,Olr1193
Olr1365,Olr1192
Olr1365,Olr1158
Olr1365,Olr1129
Olr1365,Olr1124
Olr1365,Olr1130
Olr1365,Olr1156
Olr1365,LOC686748
Olr1365,Olr1148
Olr1365,Olr1119
Olr1365,LOC100911944
Olr1365,Olr1142
Olr1365,Olr1143
Olr1365,Olr1151
Olr1365,Olr1145
Olr1365,Olr1144
Olr1365,Olr1126
Olr1365,Olr1155
Olr1365,Olr1118
Olr1365,Olr1149
Olr1365,Olr1666
Olr1365,Olr1085
Olr1365,Olr1082
Olr1365,Olr1079
Olr1365,Olr1081
Olr1365,Olr1084
Olr1365,Olr1083
Olr1365,Olr1078
Olr1365,Olr1077
Olr1365,Olr1147
Olr1365,LOC100911893
Olr1365,Olr1132
Olr1365,Olr1135
Olr1365,Olr1115
Olr1365,Olr1117
Olr1365,LOC100911988
Olr1365,Or7e24
Olr1365,Olr1519
Olr1365,Olr1086
Olr1365,Olr1125
Olr1365,LOC100911547
Olr1365,Olr1162
Olr1365,Olr1165
Olr1365,Olr1160
Olr1365,Olr1164
Olr1365,Olr1159
Olr1365,Olr867
Olr1365,Olr1174
Olr1365,Olr1186
Olr1365,LOC690821
Olr1365,Olr1185
Olr1365,Olr1179
Olr1365,Olfr873
Olr1365,Olr1571
Olr1365,Olr1076
Olr1365,Olr1073
Olr1365,Olr1075
Olr1365,Olr1171
Olr1365,Olr1166
Olr1365,Olr1128
Olr1365,Olr1122
Olr1365,Olr1163
Olr1365,Olr419
Olr1365,Olr1739
Olr1365,Olr1742
Olr1365,LOC690140
Olr1365,Olr376
Olr1365,Olr1515
Olr1365,LOC100909754
Olr1365,Olr417
Olr1365,Olr416
Olr1365,Olr414
Olr1361,Olr1374
Olr1361,Olr1380
Olr1361,Olr1370
Olr1361,Olr1362
Olr1361,Olr1381
Olr1361,Olr1382
Olr1361,Olr1369
Olr1361,Olr1368
Olr1361,Olr1364
Olr1361,Olr1358
Olr1361,Olr1372
Olr1361,Olr1376
Olr1361,Olr1378
Olr1361,Olr1373
Olr1361,Olr1111
Olr1361,Olr1121
Olr1361,Olr1509
Olr1361,Olr1511
Olr1361,Olr1512
Olr1361,Olr1411
Olr1361,Olr1408
Olr1361,Olr1409
Olr1361,LOC100361194
Olr1361,Olr1193
Olr1361,Olr1192
Olr1361,Olr1158
Olr1361,Olr1129
Olr1361,Olr1124
Olr1361,Olr1130
Olr1361,Olr1156
Olr1361,LOC686748
Olr1361,Olr1148
Olr1361,Olr1119
Olr1361,LOC100911944
Olr1361,Olr1142
Olr1361,Olr1143
Olr1361,Olr1151
Olr1361,Olr1145
Olr1361,Olr1144
Olr1361,Olr1126
Olr1361,Olr1155
Olr1361,Olr1118
Olr1361,Olr1149
Olr1361,Olr1666
Olr1361,Olr1085
Olr1361,Olr1082
Olr1361,Olr1079
Olr1361,Olr1081
Olr1361,Olr1084
Olr1361,Olr1083
Olr1361,Olr1078
Olr1361,Olr1077
Olr1361,Olr1147
Olr1361,LOC100911893
Olr1361,Olr1132
Olr1361,Olr1135
Olr1361,Olr1115
Olr1361,Olr1117
Olr1361,LOC100911988
Olr1361,Or7e24
Olr1361,Olr1519
Olr1361,Olr1086
Olr1361,Olr1125
Olr1361,LOC100911547
Olr1361,Olr1162
Olr1361,Olr1165
Olr1361,Olr1160
Olr1361,Olr1164
Olr1361,Olr1159
Olr1361,Olr867
Olr1361,Olr1174
Olr1361,Olr1186
Olr1361,LOC690821
Olr1361,Olr1185
Olr1361,Olr1179
Olr1361,Olfr873
Olr1361,Olr1571
Olr1361,Olr1076
Olr1361,Olr1073
Olr1361,Olr1075
Olr1361,Olr1171
Olr1361,Olr1166
Olr1361,Olr1128
Olr1361,Olr1122
Olr1361,Olr1163
Olr1361,Olr419
Olr1361,Olr1739
Olr1361,Olr1742
Olr1361,LOC690140
Olr1361,Olr376
Olr1361,Olr1515
Olr1361,LOC100909754
Olr1361,Olr417
Olr1361,Olr416
Olr1361,Olr414
Olr1374,Olr1380
Olr1374,Olr1370
Olr1374,Olr1362
Olr1374,Olr1381
Olr1374,Olr1382
Olr1374,Olr1369
Olr1374,Olr1368
Olr1374,Olr1364
Olr1374,Olr1358
Olr1374,Olr1372
Olr1374,Olr1376
Olr1374,Olr1378
Olr1374,Olr1373
Olr1374,Olr1111
Olr1374,Olr1121
Olr1374,Olr1509
Olr1374,Olr1511
Olr1374,Olr1512
Olr1374,Olr1411
Olr1374,Olr1408
Olr1374,Olr1409
Olr1374,LOC100361194
Olr1374,Olr1193
Olr1374,Olr1192
Olr1374,Olr1158
Olr1374,Olr1129
Olr1374,Olr1124
Olr1374,Olr1130
Olr1374,Olr1156
Olr1374,LOC686748
Olr1374,Olr1148
Olr1374,Olr1119
Olr1374,LOC100911944
Olr1374,Olr1142
Olr1374,Olr1143
Olr1374,Olr1151
Olr1374,Olr1145
Olr1374,Olr1144
Olr1374,Olr1126
Olr1374,Olr1155
Olr1374,Olr1118
Olr1374,Olr1149
Olr1374,Olr1666
Olr1374,Olr1085
Olr1374,Olr1082
Olr1374,Olr1079
Olr1374,Olr1081
Olr1374,Olr1084
Olr1374,Olr1083
Olr1374,Olr1078
Olr1374,Olr1077
Olr1374,Olr1147
Olr1374,LOC100911893
Olr1374,Olr1132
Olr1374,Olr1135
Olr1374,Olr1115
Olr1374,Olr1117
Olr1374,LOC100911988
Olr1374,Or7e24
Olr1374,Olr1519
Olr1374,Olr1086
Olr1374,Olr1125
Olr1374,LOC100911547
Olr1374,Olr1162
Olr1374,Olr1165
Olr1374,Olr1160
Olr1374,Olr1164
Olr1374,Olr1159
Olr1374,Olr867
Olr1374,Olr1174
Olr1374,Olr1186
Olr1374,LOC690821
Olr1374,Olr1185
Olr1374,Olr1179
Olr1374,Olfr873
Olr1374,Olr1571
Olr1374,Olr1076
Olr1374,Olr1073
Olr1374,Olr1075
Olr1374,Olr1171
Olr1374,Olr1166
Olr1374,Olr1128
Olr1374,Olr1122
Olr1374,Olr1163
Olr1374,Olr419
Olr1374,Olr1739
Olr1374,Olr1742
Olr1374,LOC690140
Olr1374,Olr376
Olr1374,Olr1515
Olr1374,LOC100909754
Olr1374,Olr417
Olr1374,Olr416
Olr1374,Olr414
Olr1380,Olr1370
Olr1380,Olr1362
Olr1380,Olr1381
Olr1380,Olr1382
Olr1380,Olr1369
Olr1380,Olr1368
Olr1380,Olr1364
Olr1380,Olr1358
Olr1380,Olr1372
Olr1380,Olr1376
Olr1380,Olr1378
Olr1380,Olr1373
Olr1380,Olr1111
Olr1380,Olr1121
Olr1380,Olr1509
Olr1380,Olr1511
Olr1380,Olr1512
Olr1380,Olr1411
Olr1380,Olr1408
Olr1380,Olr1409
Olr1380,LOC100361194
Olr1380,Olr1193
Olr1380,Olr1192
Olr1380,Olr1158
Olr1380,Olr1129
Olr1380,Olr1124
Olr1380,Olr1130
Olr1380,Olr1156
Olr1380,LOC686748
Olr1380,Olr1148
Olr1380,Olr1119
Olr1380,LOC100911944
Olr1380,Olr1142
Olr1380,Olr1143
Olr1380,Olr1151
Olr1380,Olr1145
Olr1380,Olr1144
Olr1380,Olr1126
Olr1380,Olr1155
Olr1380,Olr1118
Olr1380,Olr1149
Olr1380,Olr1666
Olr1380,Olr1085
Olr1380,Olr1082
Olr1380,Olr1079
Olr1380,Olr1081
Olr1380,Olr1084
Olr1380,Olr1083
Olr1380,Olr1078
Olr1380,Olr1077
Olr1380,Olr1147
Olr1380,LOC100911893
Olr1380,Olr1132
Olr1380,Olr1135
Olr1380,Olr1115
Olr1380,Olr1117
Olr1380,LOC100911988
Olr1380,Or7e24
Olr1380,Olr1519
Olr1380,Olr1086
Olr1380,Olr1125
Olr1380,LOC100911547
Olr1380,Olr1162
Olr1380,Olr1165
Olr1380,Olr1160
Olr1380,Olr1164
Olr1380,Olr1159
Olr1380,Olr867
Olr1380,Olr1174
Olr1380,Olr1186
Olr1380,LOC690821
Olr1380,Olr1185
Olr1380,Olr1179
Olr1380,Olfr873
Olr1380,Olr1571
Olr1380,Olr1076
Olr1380,Olr1073
Olr1380,Olr1075
Olr1380,Olr1171
Olr1380,Olr1166
Olr1380,Olr1128
Olr1380,Olr1122
Olr1380,Olr1163
Olr1380,Olr419
Olr1380,Olr1739
Olr1380,Olr1742
Olr1380,LOC690140
Olr1380,Olr376
Olr1380,Olr1515
Olr1380,LOC100909754
Olr1380,Olr417
Olr1380,Olr416
Olr1380,Olr414
Olr1370,Olr1362
Olr1370,Olr1381
Olr1370,Olr1382
Olr1370,Olr1369
Olr1370,Olr1368
Olr1370,Olr1364
Olr1370,Olr1358
Olr1370,Olr1372
Olr1370,Olr1376
Olr1370,Olr1378
Olr1370,Olr1373
Olr1370,Olr1111
Olr1370,Olr1121
Olr1370,Olr1509
Olr1370,Olr1511
Olr1370,Olr1512
Olr1370,Olr1411
Olr1370,Olr1408
Olr1370,Olr1409
Olr1370,LOC100361194
Olr1370,Olr1193
Olr1370,Olr1192
Olr1370,Olr1158
Olr1370,Olr1129
Olr1370,Olr1124
Olr1370,Olr1130
Olr1370,Olr1156
Olr1370,LOC686748
Olr1370,Olr1148
Olr1370,Olr1119
Olr1370,LOC100911944
Olr1370,Olr1142
Olr1370,Olr1143
Olr1370,Olr1151
Olr1370,Olr1145
Olr1370,Olr1144
Olr1370,Olr1126
Olr1370,Olr1155
Olr1370,Olr1118
Olr1370,Olr1149
Olr1370,Olr1666
Olr1370,Olr1085
Olr1370,Olr1082
Olr1370,Olr1079
Olr1370,Olr1081
Olr1370,Olr1084
Olr1370,Olr1083
Olr1370,Olr1078
Olr1370,Olr1077
Olr1370,Olr1147
Olr1370,LOC100911893
Olr1370,Olr1132
Olr1370,Olr1135
Olr1370,Olr1115
Olr1370,Olr1117
Olr1370,LOC100911988
Olr1370,Or7e24
Olr1370,Olr1519
Olr1370,Olr1086
Olr1370,Olr1125
Olr1370,LOC100911547
Olr1370,Olr1162
Olr1370,Olr1165
Olr1370,Olr1160
Olr1370,Olr1164
Olr1370,Olr1159
Olr1370,Olr867
Olr1370,Olr1174
Olr1370,Olr1186
Olr1370,LOC690821
Olr1370,Olr1185
Olr1370,Olr1179
Olr1370,Olfr873
Olr1370,Olr1571
Olr1370,Olr1076
Olr1370,Olr1073
Olr1370,Olr1075
Olr1370,Olr1171
Olr1370,Olr1166
Olr1370,Olr1128
Olr1370,Olr1122
Olr1370,Olr1163
Olr1370,Olr419
Olr1370,Olr1739
Olr1370,Olr1742
Olr1370,LOC690140
Olr1370,Olr376
Olr1370,Olr1515
Olr1370,LOC100909754
Olr1370,Olr417
Olr1370,Olr416
Olr1370,Olr414
Olr1362,Olr1381
Olr1362,Olr1382
Olr1362,Olr1369
Olr1362,Olr1368
Olr1362,Olr1364
Olr1362,Olr1358
Olr1362,Olr1372
Olr1362,Olr1376
Olr1362,Olr1378
Olr1362,Olr1373
Olr1362,Olr1111
Olr1362,Olr1121
Olr1362,Olr1509
Olr1362,Olr1511
Olr1362,Olr1512
Olr1362,Olr1411
Olr1362,Olr1408
Olr1362,Olr1409
Olr1362,LOC100361194
Olr1362,Olr1193
Olr1362,Olr1192
Olr1362,Olr1158
Olr1362,Olr1129
Olr1362,Olr1124
Olr1362,Olr1130
Olr1362,Olr1156
Olr1362,LOC686748
Olr1362,Olr1148
Olr1362,Olr1119
Olr1362,LOC100911944
Olr1362,Olr1142
Olr1362,Olr1143
Olr1362,Olr1151
Olr1362,Olr1145
Olr1362,Olr1144
Olr1362,Olr1126
Olr1362,Olr1155
Olr1362,Olr1118
Olr1362,Olr1149
Olr1362,Olr1666
Olr1362,Olr1085
Olr1362,Olr1082
Olr1362,Olr1079
Olr1362,Olr1081
Olr1362,Olr1084
Olr1362,Olr1083
Olr1362,Olr1078
Olr1362,Olr1077
Olr1362,Olr1147
Olr1362,LOC100911893
Olr1362,Olr1132
Olr1362,Olr1135
Olr1362,Olr1115
Olr1362,Olr1117
Olr1362,LOC100911988
Olr1362,Or7e24
Olr1362,Olr1519
Olr1362,Olr1086
Olr1362,Olr1125
Olr1362,LOC100911547
Olr1362,Olr1162
Olr1362,Olr1165
Olr1362,Olr1160
Olr1362,Olr1164
Olr1362,Olr1159
Olr1362,Olr867
Olr1362,Olr1174
Olr1362,Olr1186
Olr1362,LOC690821
Olr1362,Olr1185
Olr1362,Olr1179
Olr1362,Olfr873
Olr1362,Olr1571
Olr1362,Olr1076
Olr1362,Olr1073
Olr1362,Olr1075
Olr1362,Olr1171
Olr1362,Olr1166
Olr1362,Olr1128
Olr1362,Olr1122
Olr1362,Olr1163
Olr1362,Olr419
Olr1362,Olr1739
Olr1362,Olr1742
Olr1362,LOC690140
Olr1362,Olr376
Olr1362,Olr1515
Olr1362,LOC100909754
Olr1362,Olr417
Olr1362,Olr416
Olr1362,Olr414
Olr1381,Olr1382
Olr1381,Olr1369
Olr1381,Olr1368
Olr1381,Olr1364
Olr1381,Olr1358
Olr1381,Olr1372
Olr1381,Olr1376
Olr1381,Olr1378
Olr1381,Olr1373
Olr1381,Olr1111
Olr1381,Olr1121
Olr1381,Olr1509
Olr1381,Olr1511
Olr1381,Olr1512
Olr1381,Olr1411
Olr1381,Olr1408
Olr1381,Olr1409
Olr1381,LOC100361194
Olr1381,Olr1193
Olr1381,Olr1192
Olr1381,Olr1158
Olr1381,Olr1129
Olr1381,Olr1124
Olr1381,Olr1130
Olr1381,Olr1156
Olr1381,LOC686748
Olr1381,Olr1148
Olr1381,Olr1119
Olr1381,LOC100911944
Olr1381,Olr1142
Olr1381,Olr1143
Olr1381,Olr1151
Olr1381,Olr1145
Olr1381,Olr1144
Olr1381,Olr1126
Olr1381,Olr1155
Olr1381,Olr1118
Olr1381,Olr1149
Olr1381,Olr1666
Olr1381,Olr1085
Olr1381,Olr1082
Olr1381,Olr1079
Olr1381,Olr1081
Olr1381,Olr1084
Olr1381,Olr1083
Olr1381,Olr1078
Olr1381,Olr1077
Olr1381,Olr1147
Olr1381,LOC100911893
Olr1381,Olr1132
Olr1381,Olr1135
Olr1381,Olr1115
Olr1381,Olr1117
Olr1381,LOC100911988
Olr1381,Or7e24
Olr1381,Olr1519
Olr1381,Olr1086
Olr1381,Olr1125
Olr1381,LOC100911547
Olr1381,Olr1162
Olr1381,Olr1165
Olr1381,Olr1160
Olr1381,Olr1164
Olr1381,Olr1159
Olr1381,Olr867
Olr1381,Olr1174
Olr1381,Olr1186
Olr1381,LOC690821
Olr1381,Olr1185
Olr1381,Olr1179
Olr1381,Olfr873
Olr1381,Olr1571
Olr1381,Olr1076
Olr1381,Olr1073
Olr1381,Olr1075
Olr1381,Olr1171
Olr1381,Olr1166
Olr1381,Olr1128
Olr1381,Olr1122
Olr1381,Olr1163
Olr1381,Olr419
Olr1381,Olr1739
Olr1381,Olr1742
Olr1381,LOC690140
